loan_amount,funded_amount,funded_amount_investors,installment,loan_status,total_payment,total_payment_investors,total_received_principal,total_received_interest,repay_fail
10000,10000,10000,325.74,5,11726.32,11726.32,10000,1726.32,0
12000,12000,11850,379.33,5,13656.22601,13485.52,12000,1656.23,0
14000,14000,14000,441.89,5,15093.45775,15093.46,14000,1093.46,0
3500,3500,3500,69.79,5,4161.239998,4161.24,3500,661.24,0
1500,1500,1500,45.75,5,1647.156898,1647.16,1500,147.16,0
4000,4000,3975,125.35,5,4328.913458,4301.86,4000,328.91,0
21000,21000,3725,709.18,5,26186.7833,4645.04,21000,5151.32,0
18000,18000,15625,473.8,5,21568.64862,18722.79,18000,3568.65,0
4000,4000,4000,129.05,5,4639.706946,4639.71,4000,639.71,0
9000,9000,8925,309.14,5,11034.38763,10942.43,9000,2034.39,0
10000,10000,9600,329.72,5,11869.59974,11394.82,10000,1869.6,0
12000,12000,11900,279.1,5,16600.21998,16461.88,12000,4600.22,0
9000,9000,9000,305.9,5,10669.51154,10669.51,9000,1669.51,0
3000,3000,3000,102.69,5,3696.685675,3696.69,3000,696.69,0
7100,4800,23.99,151.13,5,5440.44165,25.18,4800,640.44,0
3000,3000,3000,98.38,5,3541.361335,3541.36,3000,541.36,0
27000,27000,26975,704.72,5,29944.51317,29916.79,27000,2944.51,0
18000,18000,18000,437.35,5,20056.82079,20056.82,18000,2056.82,0
8000,8000,8000,260.93,5,9393.72053,9393.72,8000,1393.72,0
3000,3000,3000,106.51,5,3834.567823,3834.57,3000,834.57,0
20000,20000,19516.98132,703.15,5,25314.52597,24654.91,20000,5314.53,0
25000,25000,24950,623.88,5,37431.98947,37357.13,25000,12431.99,0
5650,5650,5650,128.53,5,6437.080988,6437.08,5650,787.08,0
7200,7200,7197.431921,217.16,5,7817.400782,7814.4,7200,617.4,0
12250,12250,12225,295.11,5,16149.3139,16116.36,12250,3899.31,0
14000,14000,14000,480.33,5,14488.26632,14488.27,14000,488.27,0
12000,12000,11750,269.49,5,15278.10283,14959.81,12000,3278.1,0
18200,18200,17625,577.74,5,20800.15926,20143.01,18200,2600.16,0
2400,2400,2400,81.8,5,2944.506515,2944.51,2400,544.51,0
8500,8500,8500,257.78,5,9200.05646,9200.06,8500,700.06,0
15000,15000,15000,492.06,5,17714.59544,17714.6,15000,2714.6,0
10000,10000,9975,251.55,5,13778.11652,13743.67,10000,3778.12,0
17000,17000,16900,579.77,5,20639.63646,20518.23,17000,3639.64,0
2800,2800,2725,84.92,5,3056.933957,2975.05,2800,256.93,0
25000,25000,24975,879.85,5,31675.51655,31643.84,25000,6675.52,0
24000,24000,23975,839.28,5,28995.31508,28965.11,24000,4995.32,0
2000,2000,2000,60.32,5,2171.506877,2171.51,2000,171.51,0
4000,4000,4000,120.64,5,4131.508,4131.51,4000,131.51,0
7200,7200,7100,173.49,5,9261.289222,9132.66,7200,2061.29,0
4000,4000,3432.38,129.81,5,4672.840531,3991.54,4000,672.84,0
6000,6000,6000,209.82,5,7553.441954,7553.44,6000,1553.44,0
8000,8000,8000,245.63,5,8861.3,8861.3,8000,846.3,0
5000,5000,4000,174.24,5,5126.948577,4101.62,5000,126.95,0
8400,8400,5069.016125,276.06,5,9937.810854,5987.83,8400,1537.81,0
6000,6000,6000,144.58,4,8674.149524,8674.15,6000,2674.15,0
18000,18000,17975,614.47,5,21593.76711,21563.78,18000,3593.77,0
5000,5000,4850,176.65,5,6359.200145,6168.42,5000,1359.2,0
10000,10000,10000,311.02,5,11196.56943,11196.57,10000,1196.57,0
25000,25000,24950,628.87,5,29438.88912,29380.01,25000,4438.89,0
10000,10000,10000,325.74,5,11102.5872,11102.59,10000,1102.59,0
10000,10000,9975,311.02,5,10644.46701,10617.86,10000,644.47,0
15000,10450,10450,322.62,5,11614.23558,11614.24,10450,1164.24,0
27200,27200,26950,706.04,1,39481.12,39117.98,24457.38,15023.74,0
10000,10000,9512.26341,311.11,5,11194.77255,10647.52,10000,1194.77,0
2600,2600,2100,82.99,5,2898.455054,2341.06,2600,298.46,0
12000,12000,11975,429.45,5,15460.05809,15427.85,12000,3460.06,0
6425,6425,6425,193.78,5,6975.089086,6975.09,6425,550.09,0
10000,10000,9800,311.11,5,11200.14173,10976.14,10000,1200.14,0
24000,24000,23659.78736,849.59,5,30089.27546,29658.94,24000,6089.28,0
5200,5200,5175,110.46,5,6075.070375,6045.86,5200,875.07,0
8000,8000,7925,188.06,5,11283.55,11177.77,8000,3283.55,0
12000,12000,11900,261.63,5,15385.47908,15257.27,12000,3385.48,0
1600,1600,1600,34.59,5,2074.671395,2074.67,1600,474.67,0
30000,30000,30000,662.95,1,37094.96,37094.96,27392.7,9702.26,0
12000,12000,12000,365.01,5,13122.27705,13122.28,12000,1122.28,0
6000,6000,6000,180.96,5,6514.523206,6514.52,6000,514.52,0
14500,14500,14400,480.45,4,17294.01221,17174.74,14499.99,2794.02,0
14000,14000,12622.53727,437.93,5,15766.30457,14209.3,14000,1766.3,0
23500,23500,23500,857.53,4,29745.64023,29745.64,23500,6245.64,0
25600,25600,25350,824.96,5,29698.51,29408.49,25600,4098.51,0
15000,12800,12750,321.98,5,15839.69631,15777.82,12800,3039.7,0
12000,12000,12000,429.45,5,15460.05809,15460.06,12000,3460.06,0
7700,7700,7675,267.8,5,9505.081483,9474.22,7700,1805.08,0
33000,33000,32975,1064.67,5,34141.63354,34115.77,33000,1141.63,0
12800,12800,12750,394.76,5,14211.31291,14155.8,12800,1411.31,0
12000,12000,11073.41622,373.33,5,13440.13657,12394.93,12000,1440.14,0
7975,7975,7975,241.86,5,8587.701407,8587.7,7975,612.7,0
14400,14400,14350,450.45,5,15239.13483,15186.22,14400,839.13,0
4000,4000,4000,140.77,5,4830.563869,4830.56,4000,830.56,0
1000,1000,1000,31.11,5,1069.870867,1069.87,1000,69.87,0
1400,1400,1400,42.61,5,1548.950964,1548.95,1400,133.95,0
14000,14000,13975,431.77,5,15544.95902,15517.2,14000,1544.96,0
19000,19000,8575,670.96,4,19758.35482,8917.38,19000,758.35,0
15000,15000,9407.784307,518.06,4,18856.22442,11659.74,15000,3789.43,0
12000,12000,7902.458522,419.35,5,15043.18889,9733.95,11999.99,3043.2,0
10400,10400,9781.900837,332.25,5,11832.28738,11126.68,10400,1432.29,0
3000,3000,3000,97.31,5,3321.746165,3321.75,3000,321.75,0
25000,15450,14631.26688,542.8,5,19541.27939,18326.1,15450,4091.28,0
6000,6000,5975,185.65,5,6683.929932,6656.08,6000,683.93,0
10000,10000,10000,344.95,5,12417.84,12417.84,10000,2417.84,0
15000,15000,10594.32249,495.21,5,17448.95269,11882.66,14999.99,2448.97,0
23000,23000,22975,605.4,1,35620.02,35581.44,22356.59,13263.43,0
9000,9000,8634.482785,288.85,5,10398.54507,9975.04,9000,1398.55,0
7800,7800,7800,274.19,5,8890.639989,8890.64,7800,1090.64,0
8000,8000,8000,263.78,5,8645.020417,8645.02,8000,645.02,0
5000,5000,4750,156.69,5,5640.464727,5358.44,5000,640.46,0
3500,3500,563.8483748,116.1,4,4179.586731,580.8,3500,679.59,0
14500,14500,14294.46587,308.02,5,18315.29999,18006.84,14500,3815.3,0
26000,26000,25975,591.45,5,35014.19002,34980.52,26000,9014.19,0
20000,20000,19975,670.81,5,24148.748,24118.56,20000,4148.75,0
1000,1000,1000,30.84,5,1110.143978,1110.14,1000,110.14,0
10000,10000,9962.610347,316.11,5,11346.70204,11303.32,9999.99,1346.71,0
7800,7800,7800,244.07,5,8700.482529,8700.48,7800,900.48,0
12000,12000,11975,404.27,5,14553.70367,14523.38,12000,2553.7,0
9000,9000,8975,281.53,5,9715.142608,9688.15,9000,715.14,0
3000,3000,3000,93.31,5,3206.331152,3206.33,3000,206.33,0
35000,35000,35000,819.3,1,44246.78,44246.78,30272.05,13974.73,0
4000,4000,4000,136.68,5,4920.553248,4920.55,4000,920.55,0
4550,4550,3875,142.59,5,4960.45885,4224.57,4550,410.46,0
6000,6000,6000,210.07,5,7535.568385,7535.57,6000,1535.57,0
18000,18000,18000,490.62,5,29436.43015,29436.43,18000,11436.43,0
13475,13475,13475,291.24,5,17475.46553,17475.47,13475,4000.47,0
15000,15000,15000,529.51,5,17561.96941,17561.97,15000,2561.97,0
8000,8000,7500,255.33,5,8491.595175,7960.87,8000,491.6,0
3600,3600,3600,125.21,5,4484.585041,4484.59,3600,884.59,0
3600,3600,3600,83.4,5,4098.89078,4098.89,3600,498.89,0
7500,7500,7500,238.15,5,8573.36255,8573.36,7500,1073.36,0
3650,3650,3650,91.86,1,4945.03,4945.03,3115.69,1829.34,0
13000,13000,12950,454.8,5,16372.72083,16309.75,13000,3372.72,0
1125,1125,1125,34.12,5,1228.264566,1228.26,1125,103.26,0
9500,9500,9475,332.37,4,11877.24758,11845.99,9500,2377.25,0
10000,10000,9950,240.96,5,12322.78794,12261.17,10000,2322.79,0
7200,7200,7200,152.95,5,8993.219991,8993.22,7200,1793.22,0
10000,10000,10000,315.63,5,11362.64078,11362.64,10000,1362.64,0
1200,1200,1200,42.37,5,1524.880388,1524.88,1200,324.88,0
20000,20000,19950,494.59,1,26662.19,26595.85,17149.82,9512.37,0
15000,15000,14975,524.26,5,17278.18423,17249.39,15000,2278.18,0
5000,5000,5000,152.18,5,5365.433862,5365.43,5000,365.43,0
18500,18500,18500,650.59,5,23421.13902,23421.14,18500,4921.14,0
4400,4400,4400,136.45,5,4911.935053,4911.94,4400,511.94,0
10000,10000,10000,216.13,5,10351.7739,10351.77,10000,351.77,0
4000,4000,4000,125.35,5,4512.386369,4512.39,4000,512.39,0
35000,35000,34975,921.26,5,45291.54026,45259.19,35000,10291.54,0
14000,14000,14000,456.03,5,15620.08193,15620.08,14000,1620.08,0
8000,8000,8000,259.53,5,8718.616222,8718.62,8000,718.62,0
10000,10000,10000,354,5,11037.64307,11037.64,10000,1037.64,0
25000,25000,24694.77052,628.87,5,34697.31956,34115.43,25000,9697.32,0
15000,15000,14900,484.01,5,17425.52771,17309.36,15000,2425.53,0
3250,3250,3250,108.6,5,3924.594482,3924.59,3250,659.59,0
7000,7000,7000,242.11,5,8243.689869,8243.69,7000,1243.69,0
16000,16000,15272.33392,563.11,5,20271.90475,19265.5,16000,4271.9,0
24625,13875,9225,504.13,5,18069.3712,12013.69,13875,4194.37,0
1300,1300,1300,39.57,5,1424.370143,1424.37,1300,124.37,0
24250,20600,20575,475.18,5,28510.03997,28475.44,20600,7910.04,0
6000,6000,6000,193.35,5,6937.090584,6937.09,6000,937.09,0
15000,15000,14678.91514,488.39,5,16379.01718,15972.42,15000,1379.02,0
8000,8000,7750,245.63,5,8181.96195,7926.27,8000,181.96,0
2800,2800,2800,97.36,5,3329.434667,3329.43,2800,514.43,0
1450,1450,1450,47.2,5,1690.557143,1690.56,1450,240.56,0
6000,6000,6000,190.52,5,6577.781274,6577.78,6000,577.78,0
10000,10000,9807.53639,349.51,5,12298.64308,12057.22,10000,2298.64,0
9600,9600,9600,332.37,5,11965.05893,11965.06,9600,2365.06,0
8775,8775,8775,272.12,5,9795.326729,9795.33,8775,1020.33,0
2000,2000,2000,62.39,5,2245.685719,2245.69,2000,245.69,0
8000,8000,8000,268.36,5,9660.901021,9660.9,8000,1660.9,0
1500,1500,1500,49.2,5,1771.156726,1771.16,1500,271.16,0
1000,1000,1000,34.53,5,1080.012934,1080.01,1000,80.01,0
35000,35000,35000,805.17,5,46900.29305,46900.29,35000,11900.29,0
20000,20000,4425,694.59,5,22822.30302,5049.44,20000,2822.3,0
8400,8400,8350,184.7,5,8480.63,8430.15,8400,80.63,0
4000,4000,4000,121.75,5,4382.690262,4382.69,4000,382.69,0
9000,9000,8950,281.62,5,10138.00778,10081.69,9000,1138.01,0
2400,2400,2400,79.14,5,2751.789248,2751.79,2400,351.79,0
2000,2000,2000,69.13,5,2488.462258,2488.46,2000,488.46,0
10000,10000,10000,311.02,5,11185.04728,11185.05,10000,1185.05,0
12400,12400,12400,404.44,5,14559.62986,14559.63,12400,2159.63,0
8000,8000,8000,272.65,5,9150.627527,9150.63,8000,1150.63,0
22000,22000,19210.65743,483.73,5,29023.55998,24475.55,22000,7023.56,0
22000,22000,575,737.78,5,24252.07319,633.86,22000,2252.07,0
4975,4975,4950,161.92,5,5815.834124,5786.61,4975,840.83,0
10000,10000,2175,316.28,5,11386.14201,2476.6,10000,1386.14,0
2100,2100,2050,68.88,5,2193.01,2140.8,2100,93.01,0
20000,12950,12410.23379,397.15,5,14284.81147,13659.39,12950,1334.81,0
12000,12000,11825,272.92,5,15126.10496,14905.52,12000,3126.1,0
4000,4000,3950,137.23,5,4531.201648,4474.56,4000,531.2,0
19425,19425,19375,446.87,5,25782.54001,25716.18,19425,6357.54,0
25000,21475,20698.9116,708.06,5,24401.18423,23446.16,21475,2926.18,0
10000,10000,10000,351.67,5,10900.02965,10900.03,10000,900.03,0
10000,10000,9900,353.55,5,12727.9502,12600.67,10000,2727.95,0
8000,8000,8000,273.35,4,8905.639019,8905.64,8000,905.64,0
6000,6000,6000,207.88,5,7463.352797,7463.35,6000,1463.35,0
14250,14250,14000,313.33,5,16834.75107,16539.4,14250,2584.75,0
20000,20000,19476.98635,678.49,4,24426.03359,23752.65,20000,4426.03,0
10000,10000,10000,214.3,5,12861.70726,12861.71,10000,2861.71,0
15000,15000,15000,533.08,5,18027.61681,18027.62,15000,3027.62,0
3500,3500,3225,108.06,5,3520.8,3244.19,3500,20.8,0
3000,3000,2750,61.54,5,3629.509999,3327.05,3000,629.51,0
3000,3000,3000,102.92,5,3370.924713,3370.92,3000,370.92,0
3600,3600,3600,114.28,5,3750.055129,3750.06,3600,150.06,0
10000,10000,10000,270.48,5,13413.75009,13413.75,10000,3413.75,0
3000,3000,3000,90.99,5,3114.439013,3114.44,3000,114.44,0
10000,10000,6905.66,328.64,5,11696.61198,7693.83,10000,1696.61,0
30000,30000,29975,809.75,5,38976.47692,38944,30000,8976.48,0
19000,19000,14201.74,632.99,5,22507.96648,16323.94,18999.99,3507.98,0
8900,8900,8900,190.73,5,11438.49001,11438.49,8900,2538.49,0
4000,4000,3975,129.75,5,4671.121687,4641.93,4000,671.12,0
15000,15000,14975,484.01,5,17424.26842,17395.23,15000,2424.27,0
12200,12200,11950,268.25,1,15778.08,15453.98,11902.6,3875.48,0
8800,8800,3125,286.9,5,8992.28,3193.36,8800,192.28,0
20000,20000,18425,478.64,5,21000.74737,19346.94,20000,1000.75,0
7500,5025,803.3323478,165.18,5,5946.4441,826.17,5025,921.44,0
8800,8800,8800,208.94,5,12536.03634,12536.04,8800,3736.04,0
10000,10000,9975,327.36,5,10268.45438,10242.78,10000,268.45,0
2500,2500,2500,50.29,5,3017.04804,3017.05,2500,517.05,0
19200,19200,19200,592.76,5,21339.0597,21339.06,19200,2139.06,0
8000,8000,8000,278.63,5,10031.67677,10031.68,8000,2031.68,0
8000,8000,7975,283.02,5,8808.722892,8781.2,8000,808.72,0
12600,12600,12600,327.06,1,17598.84,17598.84,10712.21,6886.63,0
7000,7000,7000,229.54,5,8250.843735,8250.84,7000,1250.84,0
4000,4000,3975,136.68,5,4897.132716,4866.53,4000,897.13,0
30000,30000,29750,772.29,5,33702.26287,33421.41,30000,3702.26,0
15000,15000,15000,469.36,5,16896.70946,16896.71,15000,1896.71,0
13500,13500,13475,273.09,1,14976.75,14949.09,12129.64,2847.11,0
11500,11500,10500,359.73,5,12677.03498,11574.7,11500,1177.03,0
25000,25000,23126.32391,874.66,4,31498.22911,29028.11,25000,6498.23,0
5600,5600,3507.596607,190.83,5,6897.332856,4139,5600,1267.33,0
2100,2100,2100,70.18,5,2553.84,2553.84,2100,423.84,0
20000,20000,20000,678.61,5,21652.60643,21652.61,20000,1652.61,0
11000,11000,10950,368.13,5,13196.37777,13136.39,11000,2196.38,0
25000,25000,24838.23882,870.71,5,31119.60725,30916.36,25000,6119.61,0
6000,6000,6000,194.65,5,6575.244652,6575.24,6000,575.24,0
24000,24000,24000,614.55,5,36462.04003,36462.04,24000,12462.04,0
28000,28000,27950,655.44,5,33878.01713,33817.52,28000,5878.02,0
2000,2000,2000,69.06,5,2488.145215,2488.15,2000,488.15,0
14400,14400,14179.80247,481.92,5,17348.9319,17069.61,14400,2948.93,0
6575,6575,6575,202.99,5,7307.514293,7307.51,6575,732.51,0
20000,20000,20000,625.81,5,22265.31562,22265.32,20000,2265.32,0
3000,3000,3000,107.7,5,3607.148755,3607.15,3000,607.15,0
7000,7000,6750,217.72,5,7837.57325,7557.66,7000,837.57,0
9600,9600,9600,298.65,5,10751.77603,10751.78,9600,1151.78,0
5000,5000,5000,156.1,5,5496.292768,5496.29,5000,496.29,0
30000,30000,30000,967.88,5,34843.46165,34843.46,30000,4843.46,0
2500,2500,2500,85.19,4,2687.214499,2687.21,2500,187.21,0
21000,21000,20825,692.34,5,24511.70924,24307.44,21000,3511.71,0
16000,16000,15750,542.89,5,19384.73153,19081.85,16000,3384.73,0
22750,13850,12227.14544,427.08,5,15360.76097,13415.26,13850,1510.76,0
10000,10000,10000,237.43,5,14245.54739,14245.55,10000,4245.55,0
18500,18500,17900,628.79,5,22443.96609,21716.05,18500,3943.97,0
13000,13000,12975,438.69,5,15792.93515,15762.56,13000,2792.94,0
19200,19200,18986.86629,462.54,5,26493.30074,26093.1,19200,7293.3,0
5000,5000,5000,161.34,5,5808.070197,5808.07,5000,808.07,0
1200,1200,1200,38.8,5,1375.913459,1375.91,1200,175.91,0
10000,10000,10000,311.8,5,11184.49118,11184.49,10000,1184.49,0
17725,17725,17450,391.7,1,21506.44,21172.41,15801.55,5704.89,0
1000,1000,1000,31.29,5,1126.211959,1126.21,1000,126.21,0
15000,15000,9755.441128,508.84,5,18318.17217,11248.01,15000,3318.18,0
21600,21600,21600,816.14,5,29421.54322,29421.54,21600,7782.29,0
25000,25000,23050,822.78,5,26539.06573,24469.04,25000,1539.07,0
25000,25000,24450,855.54,5,30595.6221,29922.52,25000,5595.62,0
10000,10000,9850,317.72,5,10419.72661,10263.43,10000,419.73,0
12000,12000,11900,297.53,5,17819.49998,17671,12000,5819.5,0
3000,3000,1806.08,98.15,5,3533.009151,1995.69,3000,533.01,0
4000,4000,4000,124.45,5,4480.047706,4480.05,4000,480.05,0
25000,25000,24725,568.7,5,29350.01625,29027.17,25000,4350.02,0
18000,18000,17950,619.23,5,22295.89679,22233.96,18000,4295.9,0
9250,9250,9250,315.2,5,11273.33085,11273.33,9249.99,2023.34,0
14125,14125,14125,369.69,5,21640.48998,21640.49,14125,7515.49,0
12000,12000,11950,309.12,5,18440.01998,18363.19,12000,6440.02,0
20000,20000,19975,679.78,5,24472.94896,24442.36,20000,4472.95,0
13450,13450,4650,474.97,5,13632.9,4713.24,13450,182.9,0
22250,22250,22250,863.85,5,32123.28997,32123.29,22250,9786.91,0
20000,20000,19332.07,678.49,4,24426.10529,23493.2,20000,4426.11,0
1500,1500,1500,52.98,5,1939.799241,1939.8,1500,409.8,0
5000,5000,5000,163.98,5,5903.827874,5903.83,5000,903.83,0
19000,19000,18975,655.03,5,20105.04593,20078.59,19000,1105.05,0
15000,15000,15000,483.38,5,17401.4396,17401.44,15000,2401.44,0
10000,10000,9942.198028,219.88,5,13192.45956,13114.08,9999.99,3192.47,0
21000,21000,20750,697.41,5,23718.71643,23436.36,21000.03,2718.68,0
11000,11000,11000,342.12,5,11264.45761,11264.46,11000,264.46,0
12400,12400,12400,380.73,5,13706.09263,13706.09,12400,1306.09,0
5000,5000,5000,172.82,5,6221.200489,6221.2,5000,1221.2,0
25000,25000,24900,873.63,5,29280.77624,29163.65,25000,4280.78,0
25000,25000,24975,902.31,5,32485.57716,32453.09,25000,7485.58,0
10000,10000,10000,310.1,5,11163.73225,11163.73,10000,1163.73,0
12000,12000,822.07,391.9,5,13920.6556,953.78,11999.99,1920.66,0
10000,10000,9950,339.69,5,12229.69151,12168.54,9999.99,2229.7,0
10000,6800,6685.54,132.01,5,7919.986597,7764.69,6800,1119.99,0
8400,8400,8400,285.51,5,10269.04077,10269.04,8400,1869.04,0
6500,6500,6500,197.84,5,7139.861777,7139.86,6500,624.86,0
10000,10000,10000,355.99,5,12794.80658,12794.81,10000,2794.81,0
2500,2500,2500,76.09,5,2669.193405,2669.19,2500,169.19,0
14400,14400,14400,316.63,5,16525.74731,16525.75,14400,2125.75,0
10000,10000,9895.839226,333.15,5,11993.33205,11867.59,10000,1993.33,0
19200,19200,18589.13372,527.45,1,31063.44,29456.38,18656.73,12406.71,0
4400,4400,4400,153.87,5,5556.12342,5556.12,4400,1141.12,0
35000,35000,35000,944.71,1,51915.09,51915.09,30496.5,21418.59,0
5600,5600,1650,184.56,5,6417.58864,1890.9,5600,817.59,0
7800,7800,7700,251.65,5,7990.29,7887.85,7800,190.29,0
9000,9000,8975,223.15,1,12673.73,12638.68,8325.81,4347.92,0
20000,20000,19972.12244,682.08,5,23972.46156,23938.25,20000,3972.46,0
4000,4000,4000,124.04,5,4389.403189,4389.4,4000,389.4,0
5500,5500,5500,117.87,5,6830.910093,6830.91,5500,1330.91,0
15250,9550,9525,206.46,5,10430.72165,10403.41,9550,880.72,0
8000,8000,8000,242.62,5,8734.253973,8734.25,8000,734.25,0
5800,5800,5800,199.9,5,7196.585705,7196.59,5800.01,1396.58,0
12000,12000,11975,361.92,5,12696.90539,12670.45,12000,696.91,0
6600,6600,6600,216.42,5,6997.07583,6997.08,6600,397.08,0
4800,4800,4775,155.7,5,5577.905762,5548.85,4800,777.91,0
10000,10000,9932.124845,216.18,5,12970.77,12858.45,10000,2970.77,0
5000,5000,4990.030268,166.5,5,5723.643641,5710.36,5000,723.64,0
20000,20000,19401.10531,662.68,5,23510.78362,22726.92,20000,3510.79,0
12000,12000,12000,365.23,5,13148.13786,13148.14,12000,1148.14,0
8900,8900,8900,202.46,5,12147.34001,12147.34,8900,3247.34,0
8000,8000,7500,250.25,5,8999.778919,8437.29,8000,999.78,0
15000,15000,14975,473.45,5,17043.93699,17015.53,15000,2043.94,0
20000,20000,7496.840138,665.15,4,23985.12964,8658.4,20000,3951.87,0
8000,8000,7950,281.56,4,8607.306544,8553.51,8000,607.31,0
3000,3000,285.3610221,96.47,5,3472.665204,290.15,3000,472.67,0
20000,20000,19900,509.72,5,23678.39621,23560,20000,3678.4,0
6000,6000,6000,194.68,5,6984.311454,6984.31,6000,984.31,0
12000,12000,12000,306.36,5,15698.98211,15698.98,12000,3698.98,0
5000,5000,4975,118.4,5,7030.67,6995.52,5000,2030.67,0
13000,13000,13000,299.07,5,17026.25867,17026.26,13000,4026.26,0
3000,3000,3000,100.9,5,3639.563407,3639.56,3000,639.56,0
20000,20000,19725,461.34,5,27679.64576,27299.05,20000,7679.65,0
15000,15000,14457.42929,527.36,5,19083.6449,18355.59,14999.99,4059.83,0
10000,10000,10000,311.11,5,11199.88397,11199.88,10000,1199.88,0
12000,12000,11969.99025,374.16,5,13471.05943,13436.83,12000,1471.06,0
24250,24250,23095.14,798.1,5,27655.02148,26198.47,24250,3405.02,0
6000,6000,5625,192.57,5,6428.26528,6026.5,6000,428.27,0
2225,2225,2225,42.8,5,2567.627824,2567.63,2225,342.63,0
20000,20000,19750,651.47,5,23452.69,23159.53,20000,3452.69,0
20000,20000,19975,684.58,5,24738.31759,24707.39,20000,4738.32,0
5600,5600,5575,137.53,4,8251.219026,8214.38,5600,2651.22,0
3000,3000,3000,101.8,5,3247.889478,3247.89,3000,247.89,0
25000,25000,24750,789.08,5,25942.92123,25683.49,25000,942.92,0
17000,17000,16073.32516,572.64,5,19174.64727,18179.39,17000,2174.65,0
9000,9000,9000,271.44,5,9746.343964,9746.34,9000,746.34,0
7600,7600,7600,231.18,5,8322.176785,8322.18,7600,722.18,0
18600,18600,18550,448.08,5,22313.09287,22253.11,18600,3713.09,0
6000,6000,6000,201.71,5,7261.527105,7261.53,5999.99,1261.53,0
5300,5300,5300,165.84,5,5970.173059,5970.17,5300,670.17,0
12875,12875,12825,321.85,5,19173.89001,19099.43,12875,6298.89,0
18000,18000,14905.78535,463.67,5,25771.35059,19104.9,18000,7771.35,0
10200,10200,9950,206.34,5,12252.33001,11952.03,10200,2052.33,0
4500,4500,4475,155.38,5,5594.00844,5562.93,4500,1094.01,0
12000,12000,11750,399.6,5,12241.86212,11986.83,12000,241.86,0
8000,8000,8000,243.49,5,8441.474295,8441.47,8000,441.47,0
11025,11025,10775,344.98,5,12319.57037,12040.22,11025,1294.57,0
4500,4500,4500,139.82,5,5033.226826,5033.23,4500,533.23,0
20000,20000,19511.67024,676.02,5,23694.80704,23065.9,20000,3694.81,0
15000,15000,14950,491.03,5,17611.45425,17552.75,15000,2611.46,0
5600,5600,737.8261963,185.76,5,6687.340539,756.6,5600,1087.34,0
2200,2200,2175,72.02,5,2543.24501,2514.34,2200,343.25,0
12750,12750,12750,318.73,5,18896.23997,18896.24,12750,6146.24,0
12600,12600,12600,322.64,5,14779.79145,14779.79,12600,2179.79,0
9000,9000,9000,278.48,5,10025.54963,10025.55,9000,1025.55,0
8000,8000,7950,260.93,5,9393.303534,9334.6,8000,1393.3,0
20000,20000,19925,674.9,5,24096.46749,24006.11,20000,4096.47,0
12000,12000,12000,389.36,5,13948.80392,13948.8,12000,1948.8,0
4200,4200,4200,147.56,5,5312.318194,5312.32,4200,1112.32,0
15000,15000,14500,518.74,5,18675.74254,18053.22,15000,3675.74,0
6000,6000,6000,187.75,5,6758.660001,6758.66,6000,758.66,0
2000,2000,2000,70.02,5,2520.762475,2520.76,2000,520.76,0
8400,8400,8400,175.4,5,8591.719582,8591.72,8400,191.72,0
6000,6000,5875,128.61,5,6442.739887,6308.52,6000,442.74,0
7000,7000,3206.6,224.07,5,8066.509909,3610.78,7000,1066.51,0
10000,10000,10000,337.23,5,12140.21827,12140.22,10000,2140.22,0
8000,8000,8000,194.51,5,9973.99,9973.99,8000,1973.99,0
1500,1500,195.3439396,50.03,5,1798.035711,197.4,1500,298.04,0
10000,10000,10000,333.15,5,11993.30042,11993.3,9999.97,1993.33,0
20000,20000,19975,670.9,5,24048.41005,24018.35,20000,4048.41,0
21600,21600,21600,700.73,5,25226.25751,25226.26,21600,3626.26,0
2650,2650,2650,86.25,5,2925.109777,2925.11,2650,275.11,0
6000,6000,6000,193.61,5,6969.672675,6969.67,6000,969.67,0
10000,10000,6346.148201,318.33,5,11457.21014,7196.89,10000,1457.21,0
18000,15050,14773.45751,365.67,5,18898.54643,18315.43,15050,3848.55,0
9000,9000,8759.739035,302.57,5,10895.03672,10602.8,9000,1895.04,0
12000,12000,12000,331.84,5,12440.39685,12440.4,12000,440.4,0
5300,5300,5300,184.43,5,6538.526554,6538.53,5300,1238.53,0
11000,11000,11000,369,5,13283.70123,13283.7,11000,2283.7,0
20000,14425,13325,313.57,5,18775.65004,17343.88,14425,4350.65,0
10000,10000,10000,344.95,5,12417.83093,12417.83,10000,2417.83,0
20000,20000,20000,444.79,5,25705.68,25705.68,20000,5705.68,0
25000,25000,23725,818.38,5,29462.20972,27959.64,25000,4462.21,0
6000,6000,5305.600521,191.69,5,6877.412224,6080.76,6000,877.41,0
10000,10000,7053.534721,319.47,5,11413.77039,7999.63,9999.99,1413.78,0
5600,5600,5600,123.14,5,6653.533413,6653.53,5600,1053.53,0
7000,7000,3451.016041,238.53,5,8586.998631,3842.09,6999.99,1587.01,0
9000,9000,8811.77,302.57,5,10892.32728,10630.12,9000,1892.33,0
3000,3000,3000,90.48,5,3257.260315,3257.26,3000,257.26,0
12600,12600,12600,309.7,5,15495.86444,15495.86,12600,2895.86,0
7000,7000,6250,227.13,5,7120.070838,6357.25,7000,120.07,0
2400,2400,2400,84.96,5,3067.930367,3067.93,2400,652.93,0
2000,2000,2000,67.09,5,2415.225255,2415.23,2000,415.23,0
